stuid,schoolid,days_absent,miles_to_school,pre_test_read,pre_test_math,treatment,atrisk,grade,female
3967,H,0,3.436419,743,731,1,0,10,0
3968,H,3,3.2210686,747,806,1,1,11,1
3969,H,0,1.4235013,749,774,1,0,11,1
3970,H,4,3.2211611,746,724,1,1,9,0
3971,H,0,3.3587663,738,716,1,0,10,0
3972,H,1,4.7978134,739,704,1,0,10,1
3973,H,0,4.391119,718,813,1,0,9,1
3974,H,0,5.8382745,736,738,1,0,11,1
3975,H,10,6.4625945,781,748,1,1,10,0
3976,H,1,1.3252163,759,789,1,0,11,1
3977,H,3,1.7303098,733,710,1,1,10,0
3978,H,1,4.3473692,780,742,1,1,9,1
3979,H,0,2.9838638,690,723,1,0,9,1
3980,H,1,1.7223759,760,735,1,0,10,0
3981,H,1,4.4409299,750,746,1,0,11,1
3982,H,2,2.1517437,739,718,1,0,9,1
3983,H,3,4.1952567,734,765,1,0,12,1
3984,H,0,5.1944818,757,739,1,0,10,0
3985,H,4,3.8576758,730,774,1,0,10,0
3986,H,0,2.3550453,732,721,1,0,9,0
3987,H,2,3.3272288,767,727,1,1,9,0
3988,H,0,3.8468564,715,807,1,0,11,1
3989,H,4,4.3255224,697,799,1,0,10,1
3990,H,3,4.2503653,780,773,1,1,11,0
3991,H,3,6.2640562,769,773,1,1,9,1
3992,H,0,1.7256609,771,761,1,0,9,0
3993,H,6,.87605041,689,822,1,1,12,0
3994,H,6,2.1185331,766,754,1,0,10,1
3995,H,0,2.8187475,713,723,1,0,9,0
3996,H,5,4.0727158,766,739,1,1,12,1
3997,H,0,3.6163352,768,726,1,0,11,1
3998,H,4,3.5029063,685,751,1,0,11,0
3999,H,0,4.3707814,734,756,1,0,11,1
4000,H,1,2.3993645,754,785,1,0,9,0
